n,s0
2928,112
2929,112
2930,114
2931,115
2932,115
2933,116
2934,112
2935,112
2936,113
2937,112
2938,113
2939,115
2940,116
2941,116
2942,118
2943,113
2944,114
2945,115
2946,113
2947,114
2948,115
2949,116
2950,117
2951,118
2952,113
2953,114
2954,115
2955,113
2956,114
2957,115
2958,116
2959,117
2960,118
2961,113
2962,114
2963,115
2964,114
2965,115
2966,116
2967,117
2968,118
2969,119
2970,147
2971,148
2972,149
2973,150
2974,151
2975,152
2976,153
2977,154
2978,155
2979,156
2980,157
2981,158
2982,159
2983,160
2984,161
2985,162
2986,163
2987,164
2988,165
2989,166
2990,168
2991,169
2992,170
2993,171
2994,172
2995,173
2996,174
2997,115
2998,115
2999,117
3000,118
3001,118
3002,119
3003,120
3004,121
3005,122
3006,115
3007,115
3008,117
3009,118
3010,118
3011,119
3012,120
3013,121
3014,122
3015,115
3016,116
3017,118
3018,119
3019,119
3020,121
3021,122
3022,122
3023,124
3024,116
3025,117
3026,118
3027,119
3028,120
3029,121
3030,122
3031,123
3032,124
3033,116
3034,117
3035,118
3036,119
3037,120
3038,121
3039,122
3040,123
3041,124
3042,117
3043,118
3044,119
3045,120
3046,121
3047,122
3048,123
3049,124
3050,125
3051,180
3052,180
3053,181
3054,183
3055,183
3056,184
3057,186
3058,186
3059,187
3060,189
3061,189
3062,190
3063,192
3064,192
3065,193
3066,195
3067,195
3068,197
3069,199
3070,199
3071,200
3072,-1
3073,-1
3074,-1
3075,-1
3076,-1
3077,-1
3078,-1
3079,-1
3080,-1
3081,-1
3082,-1
3083,-1
3084,-1
3085,-1
3086,-1
3087,-1
3088,-1
3089,-1
3090,-1
3091,-1
3092,-1
3093,-1
3094,-1
3095,-1
3096,-1
3097,-1
3098,-1
3099,-1
3100,-1
3101,-1
3102,-1
3103,-1
3104,-1
3105,-1
3106,-1
3107,-1
3108,-1
3109,-1
3110,-1
3111,-1
3112,-1
3113,-1
3114,-1
3115,-1
3116,-1
3117,-1
3118,-1
3119,-1
3120,-1
3121,-1
3122,-1
3123,-1
3124,-1
3125,-1
3126,-1
3127,-1
3128,-1
3129,-1
3130,-1
3131,-1
3132,-1
3133,-1
3134,-1
3135,-1
3136,-1
3137,-1
3138,-1
3139,-1
3140,-1
3141,-1
3142,-1
3143,-1
3144,-1
3145,-1
3146,-1
3147,-1
3148,-1
3149,-1
3150,-1
3151,-1
3152,-1
3153,-1
3154,-1
3155,-1
3156,-1
3157,-1
3158,-1
3159,121
3160,121
3161,122
3162,121
3163,121
3164,123
3165,124
3166,124
3167,125
3168,121
3169,121
3170,122
3171,121
3172,122
3173,124
3174,125
3175,125
3176,127
3177,122
3178,123
3179,124
3180,122
3181,123
3182,124
3183,125
3184,126
3185,127
3186,122
3187,123
3188,124
3189,122
3190,123
3191,124
3192,125
3193,126
3194,127
3195,122
3196,123
3197,124
3198,123
3199,124
3200,125
3201,126
3202,127
3203,128
3204,129
3205,130
3206,131
3207,132
3208,133
3209,134
3210,135
3211,136
3212,137
3213,165
3214,166
3215,167
3216,168
3217,169
3218,170
3219,171
3220,172
3221,173
3222,174
3223,175
3224,177
3225,178
3226,179
3227,180
3228,181
3229,182
3230,183
3231,183
3232,184
3233,186
3234,186
3235,187
3236,189
3237,189
3238,190
3239,192
3240,124
3241,124
3242,126
3243,127
3244,127
3245,128
3246,129
3247,130
3248,131
3249,124
3250,125
3251,127
3252,128
3253,128
3254,130
3255,131
3256,131
3257,133
3258,125
3259,126
3260,127
3261,128
3262,129
3263,130
3264,131
3265,132
3266,133
3267,125
3268,126
3269,127
3270,128
3271,129
3272,130
3273,131
3274,132
3275,133
3276,126
3277,127
3278,128
3279,129
3280,130
3281,131
3282,132
3283,133
3284,134
3285,135
3286,136
3287,137
3288,138
3289,139
3290,140
3291,141
3292,142
3293,143
3294,198
3295,198
3296,199
3297,-1
3298,-1
3299,-1
3300,-1
3301,-1
3302,-1
3303,-1
3304,-1
3305,-1
3306,-1
3307,-1
3308,-1
3309,-1
3310,-1
3311,-1
3312,-1
3313,-1
3314,-1
3315,-1
3316,-1
3317,-1
3318,-1
3319,-1
3320,-1
3321,-1
3322,-1
3323,-1
3324,-1
3325,-1
3326,-1
3327,-1
3328,-1
3329,-1
3330,-1
3331,-1
3332,-1
3333,-1
3334,-1
3335,-1
3336,-1
3337,-1
3338,-1
3339,-1
3340,-1
3341,-1
3342,-1
3343,-1
3344,-1
3345,-1
3346,-1
3347,-1
3348,-1
3349,-1
3350,-1
3351,-1
3352,-1
3353,-1
3354,-1
3355,-1
3356,-1
3357,-1
3358,-1
3359,-1
3360,-1
3361,-1
3362,-1
3363,-1
3364,-1
3365,-1
3366,-1
3367,-1
3368,-1
3369,-1
3370,-1
3371,-1
3372,-1
3373,-1
3374,-1
3375,-1
3376,-1
3377,-1
3378,-1
3379,-1
3380,-1
3381,-1
3382,-1
3383,-1
3384,-1
3385,-1
3386,-1
3387,-1
3388,-1
3389,-1
3390,-1
3391,-1
3392,-1
3393,-1
3394,-1
3395,-1
3396,-1
3397,-1
3398,-1
3399,-1
3400,-1
3401,-1
3402,130
3403,130
3404,131
3405,130
3406,131
3407,133
3408,134
3409,134
3410,136
3411,131
3412,132
3413,133
3414,131
3415,132
3416,133
3417,134
3418,135
3419,136
3420,131
3421,132
3422,133
3423,131
3424,132
3425,133
3426,134
3427,135
3428,136
3429,131
3430,132
3431,133
3432,132
3433,133
3434,134
3435,135
3436,136
3437,137
3438,138
3439,139
3440,140
3441,141
3442,142
3443,143
3444,144
3445,145
3446,146
3447,147
3448,148
3449,149
3450,150
3451,151
3452,152
3453,153
3454,154
3455,155
3456,183
3457,184
3458,186
3459,187
3460,188
3461,189
3462,190
3463,191
3464,192
3465,192
3466,193
3467,195
3468,195
3469,196
3470,198
3471,198
3472,199
3473,-1
3474,-1
3475,-1
3476,-1
3477,-1
3478,-1
3479,-1
3480,-1
3481,-1
3482,-1
3483,133
3484,134
3485,136
3486,137
3487,137
3488,139
3489,140
3490,140
3491,142
3492,134
3493,135
3494,136
3495,137
3496,138
3497,139
3498,140
3499,141
3500,142
3501,134
3502,135
3503,136
3504,137
3505,138
3506,139
3507,140
3508,141
3509,142
3510,135
3511,136
3512,137
3513,138
3514,139
3515,140
3516,141
3517,142
3518,143
3519,144
3520,145
3521,146
3522,147
3523,148
3524,149
3525,150
3526,151
3527,152
3528,153
3529,154
3530,155
3531,156
3532,157
3533,158
3534,159
3535,160
3536,162
3537,-1
3538,-1
3539,-1
3540,-1
3541,-1
3542,-1
3543,-1
3544,-1
3545,-1
3546,-1
3547,-1
3548,-1
3549,-1
3550,-1
3551,-1
3552,-1
3553,-1
3554,-1
3555,-1
3556,-1
3557,-1
3558,-1
3559,-1
3560,-1
3561,-1
3562,-1
3563,-1
3564,-1
3565,-1
3566,-1
3567,-1
3568,-1
3569,-1
3570,-1
3571,-1
3572,-1
3573,-1
3574,-1
3575,-1
3576,-1
3577,-1
3578,-1
3579,-1
3580,-1
3581,-1
3582,-1
3583,-1
3584,-1
3585,-1
3586,-1
3587,-1
3588,-1
3589,-1
3590,-1
3591,-1
3592,-1
3593,-1
3594,-1
3595,-1
3596,-1
3597,-1
3598,-1
3599,-1
3600,-1
3601,-1
3602,-1
3603,-1
3604,-1
3605,-1
3606,-1
3607,-1
3608,-1
3609,-1
3610,-1
3611,-1
3612,-1
3613,-1
3614,-1
3615,-1
3616,-1
3617,-1
3618,-1
3619,-1
3620,-1
3621,-1
3622,-1
3623,-1
3624,-1
3625,-1
3626,-1
3627,-1
3628,-1
3629,-1
3630,-1
3631,-1
3632,-1
3633,-1
3634,-1
3635,-1
3636,-1
3637,-1
3638,-1
3639,-1
3640,-1
3641,-1
3642,-1
3643,-1
3644,-1
3645,140
3646,141
3647,142
3648,140
3649,141
3650,142
3651,143
3652,144
3653,145
3654,140
3655,141
3656,142
3657,140
3658,141
3659,142
3660,143
3661,144
3662,145
3663,140
3664,141
3665,142
3666,141
3667,142
3668,143
3669,144
3670,145
3671,146
3672,174
3673,175
3674,176
3675,177
3676,178
3677,179
3678,180
3679,181
3680,182
3681,183
3682,184
3683,185
3684,186
3685,187
3686,188
3687,189
3688,190
3689,191
3690,192
3691,193
3692,195
3693,196
3694,197
3695,198
3696,199
3697,200
3698,-1
3699,-1
3700,-1
3701,-1
3702,-1
3703,-1
3704,-1
3705,-1
3706,-1
3707,-1
3708,-1
3709,-1
3710,-1
3711,-1
3712,-1
3713,-1
3714,-1
3715,-1
3716,-1
3717,-1
3718,-1
3719,-1
3720,-1
3721,-1
3722,-1
3723,-1
3724,-1
3725,-1
3726,143
3727,144
3728,145
3729,146
3730,147
3731,148
3732,149
3733,150
3734,151
3735,143
3736,144
3737,145
3738,146
3739,147
3740,148
3741,149
3742,150
3743,151
3744,144
3745,145
3746,146
3747,147
3748,148
3749,149
3750,150
3751,151
3752,152
3753,180
3754,-1
3755,-1
3756,183
3757,-1
3758,-1
3759,186
3760,-1
3761,-1
3762,189
3763,-1
3764,-1
3765,192
3766,-1
3767,-1
3768,195
3769,-1
3770,-1
3771,199
3772,-1
3773,-1
3774,-1
3775,-1
3776,-1
3777,-1
3778,-1
3779,-1
3780,-1
3781,-1
3782,-1
3783,-1
3784,-1
3785,-1
3786,-1
3787,-1
3788,-1
3789,-1
3790,-1
3791,-1
3792,-1
3793,-1
3794,-1
3795,-1
3796,-1
3797,-1
3798,-1
3799,-1
3800,-1
3801,-1
3802,-1
3803,-1
3804,-1
3805,-1
3806,-1
3807,-1
3808,-1
3809,-1
3810,-1
3811,-1
3812,-1
3813,-1
3814,-1
3815,-1
3816,-1
3817,-1
3818,-1
3819,-1
3820,-1
3821,-1
3822,-1
3823,-1
3824,-1
3825,-1
3826,-1
3827,-1
3828,-1
3829,-1
3830,-1
3831,-1
3832,-1
3833,-1
3834,-1
3835,-1
3836,-1
3837,-1
3838,-1
3839,-1
3840,-1
3841,-1
3842,-1
3843,-1
3844,-1
3845,-1
3846,-1
3847,-1
3848,-1
3849,-1
3850,-1
3851,-1
3852,-1
3853,-1
3854,-1
3855,-1
3856,-1
3857,-1
3858,-1
3859,-1
3860,-1
3861,-1
3862,-1
3863,-1
3864,-1
3865,-1
3866,-1
3867,-1
3868,-1
3869,-1
3870,-1
3871,-1
3872,-1
3873,-1
3874,-1
3875,-1
3876,-1
3877,-1
3878,-1
3879,-1
3880,-1
3881,-1
3882,-1
3883,-1
3884,-1
3885,-1
3886,-1
3887,-1
3888,149
3889,150
3890,151
3891,149
3892,150
3893,151
3894,152
3895,153
3896,154
3897,149
3898,150
3899,151
3900,150
3901,151
3902,152
3903,153
3904,154
3905,155
3906,156
3907,157
3908,158
3909,159
3910,160
3911,161
3912,162
3913,163
3914,164
3915,192
3916,193
3917,194
3918,195
3919,196
3920,197
3921,198
3922,199
3923,200
3924,-1
3925,-1
3926,-1
3927,-1
3928,-1
3929,-1
3930,-1
3931,-1
3932,-1
3933,-1
3934,-1
3935,-1
3936,-1
3937,-1
3938,-1
3939,-1
3940,-1
3941,-1
3942,-1
3943,-1
3944,-1
3945,-1
3946,-1
3947,-1
3948,-1
3949,-1
3950,-1
3951,-1
3952,-1
3953,-1
3954,-1
3955,-1
3956,-1
3957,-1
3958,-1
3959,-1
3960,-1
3961,-1
3962,-1
3963,-1
3964,-1
3965,-1
3966,-1
3967,-1
3968,-1
3969,152
3970,153
3971,154
3972,155
3973,156
3974,157
3975,158
3976,159
3977,160
3978,153
3979,154
3980,155
3981,156
3982,157
3983,158
3984,159
3985,160
3986,161
3987,162
3988,163
3989,164
3990,165
3991,166
3992,167
3993,168
3994,169
3995,170
3996,198
3997,-1
3998,-1
3999,-1
4000,-1
4001,-1
4002,-1
4003,-1
4004,-1
4005,-1
4006,-1
4007,-1
4008,-1
4009,-1
4010,-1
4011,-1
4012,-1
4013,-1
4014,-1
4015,-1
4016,-1
4017,-1
4018,-1
4019,-1
4020,-1
4021,-1
4022,-1
4023,-1
4024,-1
4025,-1
4026,-1
4027,-1
4028,-1
4029,-1
4030,-1
4031,-1
4032,-1
4033,-1
4034,-1
4035,-1
4036,-1
4037,-1
4038,-1
4039,-1
4040,-1
4041,-1
4042,-1
4043,-1
4044,-1
4045,-1
4046,-1
4047,-1
4048,-1
4049,-1
4050,-1
4051,-1
4052,-1
4053,-1
4054,-1
4055,-1
4056,-1
4057,-1
4058,-1
4059,-1
4060,-1
4061,-1
4062,-1
4063,-1
4064,-1
4065,-1
4066,-1
4067,-1
4068,-1
4069,-1
4070,-1
4071,-1
4072,-1
4073,-1
4074,-1
4075,-1
4076,-1
4077,-1
4078,-1
4079,-1
4080,-1
4081,-1
4082,-1
4083,-1
4084,-1
4085,-1
4086,-1
4087,-1
4088,-1
4089,-1
4090,-1
4091,-1
4092,-1
4093,-1
4094,-1
4095,-1
4096,-1
4097,-1
4098,-1
4099,-1
4100,-1
4101,-1
4102,-1
4103,-1
4104,-1
4105,-1
4106,-1
4107,-1
4108,-1
4109,-1
4110,-1
4111,-1
4112,-1
4113,-1
4114,-1
4115,-1
4116,-1
4117,-1
4118,-1
4119,-1
4120,-1
4121,-1
4122,-1
4123,-1
4124,-1
4125,-1
4126,-1
4127,-1
4128,-1
4129,-1
4130,-1
4131,158
4132,159
4133,160
4134,159
4135,160
4136,161
4137,162
4138,163
4139,164
4140,165
4141,166
4142,167
4143,168
4144,169
4145,170
4146,171
4147,172
4148,173
4149,174
4150,175
4151,176
4152,177
4153,178
4154,179
4155,180
4156,181
4157,182
4158,-1
4159,-1
4160,-1
4161,-1
4162,-1
4163,-1
4164,-1
4165,-1
4166,-1
4167,-1
4168,-1
4169,-1
4170,-1
4171,-1
4172,-1
4173,-1
4174,-1
4175,-1
4176,-1
4177,-1
4178,-1
4179,-1
4180,-1
4181,-1
4182,-1
4183,-1
4184,-1
4185,-1
4186,-1
4187,-1
4188,-1
4189,-1
4190,-1
4191,-1
4192,-1
4193,-1
4194,-1
4195,-1
4196,-1
4197,-1
4198,-1
4199,-1
4200,-1
4201,-1
4202,-1
4203,-1
4204,-1
4205,-1
4206,-1
4207,-1
4208,-1
4209,-1
4210,-1
4211,-1
4212,162
4213,163
4214,164
4215,165
4216,166
4217,167
4218,168
4219,169
4220,170
4221,171
4222,172
4223,173
4224,174
4225,175
4226,176
4227,177
4228,178
4229,179
4230,180
4231,181
4232,182
4233,183
4234,184
4235,185
4236,186
4237,187
4238,189
4239,-1
4240,-1
4241,-1
4242,-1
4243,-1
4244,-1
4245,-1
4246,-1
4247,-1
4248,-1
4249,-1
4250,-1
4251,-1
4252,-1
4253,-1
4254,-1
4255,-1
4256,-1
4257,-1
4258,-1
4259,-1
4260,-1
4261,-1
4262,-1
4263,-1
4264,-1
4265,-1
4266,-1
4267,-1
4268,-1
4269,-1
4270,-1
4271,-1
4272,-1
4273,-1
4274,-1
4275,-1
4276,-1
4277,-1
4278,-1
4279,-1
4280,-1
4281,-1
4282,-1
4283,-1
4284,-1
4285,-1
4286,-1
4287,-1
4288,-1
4289,-1
4290,-1
4291,-1
4292,-1
4293,-1
4294,-1
4295,-1
4296,-1
4297,-1
4298,-1
4299,-1
4300,-1
4301,-1
4302,-1
4303,-1
4304,-1
4305,-1
4306,-1
4307,-1
4308,-1
4309,-1
4310,-1
4311,-1
4312,-1
4313,-1
4314,-1
4315,-1
4316,-1
4317,-1
4318,-1
4319,-1
4320,-1
4321,-1
4322,-1
4323,-1
4324,-1
4325,-1
4326,-1
4327,-1
4328,-1
4329,-1
4330,-1
4331,-1
4332,-1
4333,-1
4334,-1
4335,-1
4336,-1
4337,-1
4338,-1
4339,-1
4340,-1
4341,-1
4342,-1
4343,-1
4344,-1
4345,-1
4346,-1
4347,-1
4348,-1
4349,-1
4350,-1
4351,-1
4352,-1
4353,-1
4354,-1
4355,-1
4356,-1
4357,-1
4358,-1
4359,-1
4360,-1
4361,-1
4362,-1
4363,-1
4364,-1
4365,-1
4366,-1
4367,-1
4368,-1
4369,-1
4370,-1
4371,-1
4372,-1
4373,-1
4374,168
4375,168
4376,168
4377,170
4378,170
4379,171
4380,172
4381,173
4382,174
4383,168
4384,168
4385,168
4386,170
4387,170
4388,171
4389,172
4390,173
4391,174
4392,168
4393,168
4394,169
4395,171
4396,171
4397,172
4398,173
4399,174
4400,175
4401,169
4402,169
4403,171
4404,172
4405,172
4406,173
4407,174
4408,175
4409,176
4410,169
4411,169
4412,171
4413,172
4414,172
4415,173
4416,174
4417,175
4418,176
4419,169
4420,170
4421,172
4422,173
4423,173
4424,175
4425,176
4426,176
4427,178
4428,170
4429,171
4430,172
4431,173
4432,174
4433,175
4434,176
4435,177
4436,178
4437,170
4438,171
4439,172
4440,173
4441,174
4442,175
4443,176
4444,177
4445,178
4446,171
4447,172
4448,173
4449,174
4450,175
4451,176
4452,177
4453,178
4454,179
4455,-1
4456,-1
4457,-1
4458,-1
4459,-1
4460,-1
4461,-1
4462,-1
4463,-1
4464,-1
4465,-1
4466,-1
4467,-1
4468,-1
4469,-1
4470,-1
4471,-1
4472,-1
4473,-1
4474,-1
4475,-1
4476,-1
4477,-1
4478,-1
4479,-1
4480,-1
4481,-1
4482,-1
4483,-1
4484,-1
4485,-1
4486,-1
4487,-1
4488,-1
4489,-1
4490,-1
4491,-1
4492,-1
4493,-1
4494,-1
4495,-1
4496,-1
4497,-1
4498,-1
4499,-1
4500,-1
4501,-1
4502,-1
4503,-1
4504,-1
4505,-1
4506,-1
4507,-1
4508,-1
4509,-1
4510,-1
4511,-1
4512,-1
4513,-1
4514,-1
4515,-1
4516,-1
4517,-1
4518,-1
4519,-1
4520,-1
4521,-1
4522,-1
4523,-1
4524,-1
4525,-1
4526,-1
4527,-1
4528,-1
4529,-1
4530,-1
4531,-1
4532,-1
4533,-1
4534,-1
4535,-1
4536,-1
4537,-1
4538,-1
4539,-1
4540,-1
4541,-1
4542,-1
4543,-1
4544,-1
4545,-1
4546,-1
4547,-1
4548,-1
4549,-1
4550,-1
4551,-1
4552,-1
4553,-1
4554,-1
4555,-1
4556,-1
4557,-1
4558,-1
4559,-1
4560,-1
4561,-1
4562,-1
4563,-1
4564,-1
4565,-1
4566,-1
4567,-1
4568,-1
4569,-1
4570,-1
4571,-1
4572,-1
4573,-1
4574,-1
4575,-1
4576,-1
4577,-1
4578,-1
4579,-1
4580,-1
4581,-1
4582,-1
4583,-1
4584,-1
4585,-1
4586,-1
4587,-1
4588,-1
4589,-1
4590,-1
4591,-1
4592,-1
4593,-1
4594,-1
4595,-1
4596,-1
4597,-1
4598,-1
4599,-1
4600,-1
4601,-1
4602,-1
4603,-1
4604,-1
4605,-1
4606,-1
4607,-1
4608,-1
4609,-1
4610,-1
4611,-1
4612,-1
4613,-1
4614,-1
4615,-1
4616,-1
4617,177
4618,177
4619,177
4620,179
4621,179
4622,180
4623,181
4624,182
4625,183
4626,177
4627,177
4628,178
4629,180
4630,180
4631,181
4632,182
4633,183
4634,184
4635,178
4636,178
4637,180
4638,181
4639,181
4640,182
4641,183
4642,184
4643,185
4644,178
4645,178
4646,180
4647,181
4648,181
4649,182
4650,183
4651,184
4652,185
4653,178
4654,179
4655,181
4656,182
4657,182
4658,184
4659,185
4660,185
4661,187
4662,179
4663,180
4664,181
4665,182
4666,183
4667,184
4668,185
4669,186
4670,187
4671,179
4672,180
4673,181
4674,182
4675,183
4676,184
4677,185
4678,186
4679,187
4680,180
4681,181
4682,182
4683,183
4684,184
4685,185
4686,186
4687,187
4688,188
4689,189
4690,190
4691,191
4692,192
4693,193
4694,194
4695,195
4696,196
4697,197
4698,-1
4699,-1
4700,-1
4701,-1
4702,-1
4703,-1
4704,-1
4705,-1
4706,-1
4707,-1
4708,-1
4709,-1
4710,-1
4711,-1
4712,-1
4713,-1
4714,-1
4715,-1
4716,-1
4717,-1
4718,-1
4719,-1
4720,-1
4721,-1
4722,-1
4723,-1
4724,-1
4725,-1
4726,-1
4727,-1
4728,-1
4729,-1
4730,-1
4731,-1
4732,-1
4733,-1
4734,-1
4735,-1
4736,-1
4737,-1
4738,-1
4739,-1
4740,-1
4741,-1
4742,-1
4743,-1
4744,-1
4745,-1
4746,-1
4747,-1
4748,-1
4749,-1
4750,-1
4751,-1
4752,-1
4753,-1
4754,-1
4755,-1
4756,-1
4757,-1
4758,-1
4759,-1
4760,-1
4761,-1
4762,-1
4763,-1
4764,-1
4765,-1
4766,-1
4767,-1
4768,-1
4769,-1
4770,-1
4771,-1
4772,-1
4773,-1
4774,-1
4775,-1
4776,-1
4777,-1
4778,-1
4779,-1
4780,-1
4781,-1
4782,-1
4783,-1
4784,-1
4785,-1
4786,-1
4787,-1
4788,-1
4789,-1
4790,-1
4791,-1
4792,-1
4793,-1
4794,-1
4795,-1
4796,-1
4797,-1
4798,-1
4799,-1
4800,-1
4801,-1
4802,-1
4803,-1
4804,-1
4805,-1
4806,-1
4807,-1
4808,-1
4809,-1
4810,-1
4811,-1
4812,-1
4813,-1
4814,-1
4815,-1
4816,-1
4817,-1
4818,-1
4819,-1
4820,-1
4821,-1
4822,-1
4823,-1
4824,-1
4825,-1
4826,-1
4827,-1
4828,-1
4829,-1
4830,-1
4831,-1
4832,-1
4833,-1
4834,-1
4835,-1
4836,-1
4837,-1
4838,-1
4839,-1
4840,-1
4841,-1
4842,-1
4843,-1
4844,-1
4845,-1
4846,-1
4847,-1
4848,-1
4849,-1
4850,-1
4851,-1
4852,-1
4853,-1
4854,-1
4855,-1
4856,-1
4857,-1
4858,-1
4859,-1
4860,186
4861,186
4862,187
4863,189
4864,189
4865,190
4866,191
4867,192
4868,193
4869,187
4870,187
4871,189
4872,190
4873,190
4874,191
4875,192
4876,193
4877,194
4878,187
4879,187
4880,189
4881,190
4882,190
4883,191
4884,192
4885,193
4886,194
4887,187
4888,188
4889,190
4890,191
4891,191
4892,193
4893,194
4894,194
4895,196
4896,188
4897,189
4898,190
4899,191
4900,192
4901,193
4902,194
4903,195
4904,196
4905,188
4906,189
4907,190
4908,191
4909,192
4910,193
4911,194
4912,195
4913,196
4914,189
4915,190
4916,191
4917,192
4918,193
4919,194
4920,195
4921,196
4922,197
4923,198
4924,199
4925,200
4926,-1
4927,-1
4928,-1
4929,-1
4930,-1
4931,-1
4932,-1
4933,-1
4934,-1
4935,-1
4936,-1
4937,-1
4938,-1
4939,-1
4940,-1
4941,-1
4942,-1
4943,-1
4944,-1
4945,-1
4946,-1
4947,-1
4948,-1
4949,-1
4950,-1
4951,-1
4952,-1
4953,-1
4954,-1
4955,-1
4956,-1
4957,-1
4958,-1
4959,-1
4960,-1
4961,-1
4962,-1
4963,-1
4964,-1
4965,-1
4966,-1
4967,-1
4968,-1
4969,-1
4970,-1
4971,-1
4972,-1
4973,-1
4974,-1
4975,-1
4976,-1
4977,-1
4978,-1
4979,-1
4980,-1
4981,-1
4982,-1
4983,-1
4984,-1
4985,-1
4986,-1
4987,-1
4988,-1
4989,-1
4990,-1
4991,-1
4992,-1
4993,-1
4994,-1
4995,-1
4996,-1
4997,-1
4998,-1
4999,-1
5000,-1
5001,-1
5002,-1
5003,-1
5004,-1
5005,-1
5006,-1
5007,-1
5008,-1
5009,-1
5010,-1
5011,-1
5012,-1
5013,-1
5014,-1
5015,-1
5016,-1
5017,-1
5018,-1
5019,-1
5020,-1
5021,-1
5022,-1
5023,-1
5024,-1
5025,-1
5026,-1
5027,-1
5028,-1
5029,-1
5030,-1
5031,-1
5032,-1
5033,-1
5034,-1
5035,-1
5036,-1
5037,-1
5038,-1
5039,-1
5040,-1
5041,-1
5042,-1
5043,-1
5044,-1
5045,-1
5046,-1
5047,-1
5048,-1
5049,-1
5050,-1
5051,-1
5052,-1
5053,-1
5054,-1
5055,-1
5056,-1
5057,-1
5058,-1
5059,-1
5060,-1
5061,-1
5062,-1
5063,-1
5064,-1
5065,-1
5066,-1
5067,-1
5068,-1
5069,-1
5070,-1
5071,-1
5072,-1
5073,-1
5074,-1
5075,-1
5076,-1
5077,-1
5078,-1
5079,-1
5080,-1
5081,-1
5082,-1
5083,-1
5084,-1
5085,-1
5086,-1
5087,-1
5088,-1
5089,-1
5090,-1
5091,-1
5092,-1
5093,-1
5094,-1
5095,-1
5096,-1
5097,-1
5098,-1
5099,-1
5100,-1
5101,-1
5102,-1
5103,196
5104,196
5105,198
5106,199
5107,199
5108,200
5109,-1
5110,-1
5111,-1
5112,196
5113,196
5114,198
5115,199
5116,199
5117,200
5118,-1
5119,-1
5120,-1
5121,196
5122,197
5123,199
5124,200
5125,200
5126,-1
5127,-1
5128,-1
5129,-1
5130,197
5131,198
5132,199
5133,200
5134,-1
5135,-1
5136,-1
5137,-1
5138,-1
5139,197
5140,198
5141,199
5142,200
5143,-1
5144,-1
5145,-1
5146,-1
5147,-1
5148,198
5149,199
5150,200
5151,-1
5152,-1
5153,-1
5154,-1
5155,-1
5156,-1
5157,-1
5158,-1
5159,-1
5160,-1
5161,-1
5162,-1
5163,-1
5164,-1
5165,-1
5166,-1
5167,-1
5168,-1
5169,-1
5170,-1
5171,-1
5172,-1
5173,-1
5174,-1
5175,-1
5176,-1
5177,-1
5178,-1
5179,-1
5180,-1
5181,-1
5182,-1
5183,-1
5184,-1
5185,-1
5186,-1
5187,-1
5188,-1
5189,-1
5190,-1
5191,-1
5192,-1
5193,-1
5194,-1
5195,-1
5196,-1
5197,-1
5198,-1
5199,-1
