n,s0
533,56
534,57
535,58
536,59
537,60
538,61
539,53
540,54
541,55
542,56
543,57
544,58
545,59
546,60
547,61
548,62
549,63
550,55
551,56
552,57
553,58
554,59
555,60
556,61
557,62
558,63
559,64
560,66
561,78
562,79
563,80
564,81
565,82
566,83
567,84
568,85
569,86
570,87
571,89
572,100
573,101
574,102
575,103
576,104
577,105
578,106
579,106
580,108
581,110
582,112
583,122
584,123
585,124
586,125
587,126
588,126
589,127
590,129
591,131
592,133
593,135
594,144
595,145
596,146
597,146
598,147
599,148
600,150
601,152
602,154
603,156
604,158
605,60
606,60
607,60
608,60
609,60
610,61
611,62
612,63
613,64
614,65
615,66
616,61
617,61
618,61
619,61
620,62
621,63
622,64
623,65
624,66
625,67
626,68
627,62
628,62
629,62
630,63
631,64
632,65
633,66
634,67
635,68
636,69
637,70
638,63
639,63
640,64
641,65
642,66
643,67
644,68
645,69
646,70
647,71
648,72
649,64
650,65
651,66
652,67
653,68
654,69
655,70
656,71
657,72
658,73
659,74
660,66
661,67
662,68
663,69
664,70
665,71
666,72
667,73
668,74
669,75
670,77
671,89
672,90
673,91
674,92
675,93
676,94
677,95
678,96
679,97
680,98
681,100
682,111
683,112
684,113
685,114
686,115
687,116
688,117
689,117
690,119
691,121
692,123
693,133
694,134
695,135
696,136
697,137
698,137
699,138
700,140
701,142
702,144
703,146
704,155
705,156
706,157
707,157
708,158
709,159
710,161
711,163
712,165
713,167
714,169
715,177
716,177
717,178
718,179
719,180
720,182
721,184
722,186
723,188
724,190
725,192
726,72
727,72
728,72
729,72
730,73
731,74
732,75
733,76
734,77
735,78
736,79
737,73
738,73
739,73
740,74
741,75
742,76
743,77
744,78
745,79
746,80
747,81
748,74
749,74
750,75
751,76
752,77
753,78
754,79
755,80
756,81
757,82
758,83
759,75
760,76
761,77
762,78
763,79
764,80
765,81
766,82
767,83
768,84
769,85
770,77
771,78
772,79
773,80
774,81
775,82
776,83
777,84
778,85
779,86
780,88
781,100
782,101
783,102
784,103
785,104
786,105
787,106
788,107
789,108
790,109
791,111
792,122
793,123
794,124
795,125
796,126
797,127
798,128
799,128
800,130
801,132
802,134
803,144
804,145
805,146
806,147
807,148
808,148
809,149
810,151
811,153
812,155
813,157
814,166
815,167
816,168
817,168
818,169
819,170
820,172
821,174
822,176
823,178
824,180
825,188
826,188
827,189
828,190
829,191
830,193
831,195
832,197
833,199
834,-1
835,-1
836,199
837,200
838,-1
839,-1
840,-1
841,-1
842,-1
843,-1
844,-1
845,-1
846,-1
847,84
848,84
849,84
850,85
851,86
852,87
853,88
854,89
855,90
856,91
857,92
858,85
859,85
860,86
861,87
862,88
863,89
864,90
865,91
866,92
867,93
868,94
869,86
870,87
871,88
872,89
873,90
874,91
875,92
876,93
877,94
878,95
879,96
880,88
881,89
882,90
883,91
884,92
885,93
886,94
887,95
888,96
889,97
890,99
891,111
892,112
893,113
894,114
895,115
896,116
897,117
898,118
899,119
900,120
901,122
902,133
903,134
904,135
905,136
906,137
907,138
908,139
909,139
910,141
911,143
912,145
913,155
914,156
915,157
916,158
917,159
918,159
919,160
920,162
921,164
922,166
923,168
924,177
925,178
926,179
927,179
928,180
929,181
930,183
931,185
932,187
933,189
934,191
935,189
936,190
937,190
938,191
939,192
940,194
941,196
942,198
943,200
944,-1
945,-1
946,-1
947,-1
948,-1
949,-1
950,-1
951,-1
952,-1
953,-1
954,-1
955,-1
956,-1
957,-1
958,-1
959,-1
960,-1
961,-1
962,-1
963,-1
964,-1
965,-1
966,-1
967,-1
968,96
969,96
970,97
971,98
972,99
973,100
974,101
975,102
976,103
977,104
978,105
979,97
980,98
981,99
982,100
983,101
984,102
985,103
986,104
987,105
988,106
989,107
990,99
991,100
992,101
993,102
994,103
995,104
996,105
997,106
998,107
999,108
1000,110
1001,122
1002,123
1003,124
1004,125
1005,126
1006,127
1007,128
1008,129
1009,130
1010,131
1011,133
1012,144
1013,145
1014,146
1015,147
1016,148
1017,149
1018,150
1019,150
1020,152
1021,154
1022,156
1023,166
1024,167
1025,168
1026,169
1027,170
1028,170
1029,171
1030,173
1031,175
1032,177
1033,179
1034,178
1035,179
1036,180
1037,181
1038,181
1039,182
1040,184
1041,186
1042,188
1043,190
1044,200
1045,200
1046,-1
1047,-1
1048,-1
1049,-1
1050,-1
1051,-1
1052,-1
1053,-1
1054,-1
1055,-1
1056,-1
1057,-1
1058,-1
1059,-1
1060,-1
1061,-1
1062,-1
1063,-1
1064,-1
1065,-1
1066,-1
1067,-1
1068,-1
1069,-1
1070,-1
1071,-1
1072,-1
1073,-1
1074,-1
1075,-1
1076,-1
1077,-1
1078,-1
1079,-1
1080,-1
1081,-1
1082,-1
1083,-1
1084,-1
1085,-1
1086,-1
1087,-1
1088,-1
1089,108
1090,109
1091,110
1092,111
1093,112
1094,113
1095,114
1096,115
1097,116
1098,117
1099,118
1100,110
1101,111
1102,112
1103,113
1104,114
1105,115
1106,116
1107,117
1108,118
1109,119
1110,121
1111,133
1112,134
1113,135
1114,136
1115,137
1116,138
1117,139
1118,140
1119,141
1120,142
1121,144
1122,155
1123,156
1124,157
1125,158
1126,159
1127,160
1128,161
1129,161
1130,163
1131,165
1132,167
1133,167
1134,168
1135,169
1136,170
1137,171
1138,172
1139,172
1140,174
1141,176
1142,188
1143,189
1144,189
1145,190
1146,191
1147,192
1148,192
1149,193
1150,195
1151,197
1152,199
1153,-1
1154,-1
1155,-1
1156,-1
1157,-1
1158,-1
1159,-1
1160,-1
1161,-1
1162,-1
1163,-1
1164,-1
1165,-1
1166,-1
1167,-1
1168,-1
1169,-1
1170,-1
1171,-1
1172,-1
1173,-1
1174,-1
1175,-1
1176,-1
1177,-1
1178,-1
1179,-1
1180,-1
1181,-1
1182,-1
1183,-1
1184,-1
1185,-1
1186,-1
1187,-1
1188,-1
1189,-1
1190,-1
1191,-1
1192,-1
1193,-1
1194,-1
1195,-1
1196,-1
1197,-1
1198,-1
1199,-1
1200,-1
1201,-1
1202,-1
1203,-1
1204,-1
1205,-1
1206,-1
1207,-1
1208,-1
1209,-1
1210,121
1211,122
1212,123
1213,124
1214,125
1215,126
1216,127
1217,128
1218,129
1219,130
1220,132
1221,144
1222,145
1223,146
1224,147
1225,148
1226,149
1227,150
1228,151
1229,152
1230,153
1231,155
1232,156
1233,157
1234,158
1235,159
1236,160
1237,161
1238,162
1239,163
1240,164
1241,166
1242,178
1243,178
1244,179
1245,180
1246,181
1247,182
1248,183
1249,183
1250,185
1251,187
1252,189
1253,-1
1254,190
1255,191
1256,192
1257,193
1258,194
1259,194
1260,196
1261,198
1262,200
1263,-1
1264,-1
1265,-1
1266,-1
1267,-1
1268,-1
1269,-1
1270,-1
1271,-1
1272,-1
1273,-1
1274,-1
1275,-1
1276,-1
1277,-1
1278,-1
1279,-1
1280,-1
1281,-1
1282,-1
1283,-1
1284,-1
1285,-1
1286,-1
1287,-1
1288,-1
1289,-1
1290,-1
1291,-1
1292,-1
1293,-1
1294,-1
1295,-1
1296,-1
1297,-1
1298,-1
1299,-1
1300,-1
1301,-1
1302,-1
1303,-1
1304,-1
1305,-1
1306,-1
1307,-1
1308,-1
1309,-1
1310,-1
1311,-1
1312,-1
1313,-1
1314,-1
1315,-1
1316,-1
1317,-1
1318,-1
1319,-1
1320,-1
1321,-1
1322,-1
1323,-1
1324,-1
1325,-1
1326,-1
1327,-1
1328,-1
1329,-1
1330,-1
1331,133
1332,133
1333,133
1334,133
1335,133
1336,133
1337,133
1338,133
1339,133
1340,134
1341,135
1342,134
1343,134
1344,134
1345,134
1346,134
1347,134
1348,134
1349,134
1350,135
1351,136
1352,137
1353,135
1354,135
1355,135
1356,135
1357,135
1358,135
1359,135
1360,136
1361,137
1362,138
1363,139
1364,136
1365,136
1366,136
1367,136
1368,136
1369,136
1370,137
1371,138
1372,139
1373,140
1374,141
1375,137
1376,137
1377,137
1378,137
1379,137
1380,138
1381,139
1382,140
1383,141
1384,142
1385,143
1386,138
1387,138
1388,138
1389,138
1390,139
1391,140
1392,141
1393,142
1394,143
1395,144
1396,145
1397,139
1398,139
1399,139
1400,140
1401,141
1402,142
1403,143
1404,144
1405,145
1406,146
1407,147
1408,140
1409,140
1410,141
1411,142
1412,143
1413,144
1414,145
1415,146
1416,147
1417,148
1418,149
1419,141
1420,142
1421,143
1422,144
1423,145
1424,146
1425,147
1426,148
1427,149
1428,150
1429,151
1430,143
1431,144
1432,145
1433,146
1434,147
1435,148
1436,149
1437,150
1438,151
1439,152
1440,154
1441,166
1442,167
1443,168
1444,169
1445,170
1446,171
1447,172
1448,173
1449,174
1450,175
1451,177
1452,145
1453,145
1454,145
1455,145
1456,145
1457,145
1458,145
1459,145
1460,146
1461,147
1462,148
1463,146
1464,146
1465,146
1466,146
1467,146
1468,146
1469,146
1470,147
1471,148
1472,149
1473,150
1474,147
1475,147
1476,147
1477,147
1478,147
1479,147
1480,148
1481,149
1482,150
1483,151
1484,152
1485,148
1486,148
1487,148
1488,148
1489,148
1490,149
1491,150
1492,151
1493,152
1494,153
1495,154
1496,149
1497,149
1498,149
1499,149
1500,150
1501,151
1502,152
1503,153
1504,154
1505,155
1506,156
1507,150
1508,150
1509,150
1510,151
1511,152
1512,153
1513,154
1514,155
1515,156
1516,157
1517,158
1518,151
1519,151
1520,152
1521,153
1522,154
1523,155
1524,156
1525,157
1526,158
1527,159
1528,160
1529,152
1530,153
1531,154
1532,155
1533,156
1534,157
1535,158
1536,159
1537,160
1538,161
1539,162
1540,154
1541,155
1542,156
1543,157
1544,158
1545,159
1546,160
1547,161
1548,162
1549,163
1550,165
1551,177
1552,178
1553,179
1554,180
1555,181
1556,182
1557,183
1558,184
1559,185
1560,186
1561,188
1562,199
1563,200
1564,-1
1565,-1
1566,-1
1567,-1
1568,-1
1569,-1
1570,-1
1571,-1
1572,-1
1573,157
1574,157
1575,157
1576,157
1577,157
1578,157
1579,157
1580,158
1581,159
1582,160
1583,161
1584,158
1585,158
1586,158
1587,158
1588,158
1589,158
1590,159
1591,160
1592,161
1593,162
1594,163
1595,159
1596,159
1597,159
1598,159
1599,159
1600,160
1601,161
1602,162
1603,163
1604,164
1605,165
1606,160
1607,160
1608,160
1609,160
1610,161
1611,162
1612,163
1613,164
1614,165
1615,166
1616,167
1617,161
1618,161
1619,161
1620,162
1621,163
1622,164
1623,165
1624,166
1625,167
1626,168
1627,169
1628,162
1629,162
1630,163
1631,164
1632,165
1633,166
1634,167
1635,168
1636,169
1637,170
1638,171
1639,163
1640,164
1641,165
1642,166
1643,167
1644,168
1645,169
1646,170
1647,171
1648,172
1649,173
1650,165
1651,166
1652,167
1653,168
1654,169
1655,170
1656,171
1657,172
1658,173
1659,174
1660,176
1661,188
1662,189
1663,190
1664,191
1665,192
1666,193
1667,194
1668,195
1669,196
1670,197
1671,199
1672,-1
1673,-1
1674,-1
1675,-1
1676,-1
1677,-1
1678,-1
1679,-1
1680,-1
1681,-1
1682,-1
1683,-1
1684,-1
1685,-1
1686,-1
1687,-1
1688,-1
1689,-1
1690,-1
1691,-1
1692,-1
1693,-1
1694,169
1695,169
1696,169
1697,169
1698,169
1699,169
1700,170
1701,171
1702,172
1703,173
1704,174
1705,170
1706,170
1707,170
1708,170
1709,170
1710,171
1711,172
1712,173
1713,174
1714,175
1715,176
1716,171
1717,171
1718,171
1719,171
1720,172
1721,173
1722,174
1723,175
1724,176
1725,177
1726,178
1727,172
1728,172
1729,172
1730,173
1731,174
1732,175
1733,176
1734,177
1735,178
1736,179
1737,180
1738,173
1739,173
1740,174
1741,175
1742,176
1743,177
1744,178
1745,179
1746,180
1747,181
1748,182
1749,174
1750,175
1751,176
1752,177
1753,178
1754,179
1755,180
1756,181
1757,182
1758,183
1759,184
1760,176
1761,177
1762,178
1763,179
1764,180
1765,181
1766,182
1767,183
1768,184
1769,185
1770,187
1771,199
1772,200
1773,-1
1774,-1
1775,-1
1776,-1
1777,-1
1778,-1
1779,-1
1780,-1
1781,-1
1782,-1
1783,-1
1784,-1
1785,-1
1786,-1
1787,-1
1788,-1
1789,-1
1790,-1
1791,-1
1792,-1
1793,-1
1794,-1
1795,-1
1796,-1
1797,-1
1798,-1
1799,-1
1800,-1
1801,-1
1802,-1
1803,-1
1804,-1
1805,-1
1806,-1
1807,-1
1808,-1
1809,-1
1810,-1
1811,-1
1812,-1
1813,-1
1814,-1
1815,181
1816,181
1817,181
1818,181
1819,181
1820,182
1821,183
1822,184
1823,185
1824,186
1825,187
1826,182
1827,182
1828,182
1829,182
1830,183
1831,184
1832,185
1833,186
1834,187
1835,188
1836,189
1837,183
1838,183
1839,183
1840,184
1841,185
1842,186
1843,187
1844,188
1845,189
1846,190
1847,191
1848,184
1849,184
1850,185
1851,186
1852,187
1853,188
1854,189
1855,190
1856,191
1857,192
1858,193
1859,185
1860,186
1861,187
1862,188
1863,189
1864,190
1865,191
1866,192
1867,193
1868,194
1869,195
1870,187
1871,188
1872,189
1873,190
1874,191
1875,192
1876,193
1877,194
1878,195
1879,196
1880,198
1881,-1
1882,-1
1883,-1
1884,-1
1885,-1
1886,-1
1887,-1
1888,-1
1889,-1
1890,-1
1891,-1
1892,-1
1893,-1
1894,-1
1895,-1
1896,-1
1897,-1
1898,-1
1899,-1
1900,-1
1901,-1
1902,-1
1903,-1
1904,-1
1905,-1
1906,-1
1907,-1
1908,-1
1909,-1
1910,-1
1911,-1
1912,-1
1913,-1
1914,-1
1915,-1
1916,-1
1917,-1
1918,-1
1919,-1
1920,-1
1921,-1
1922,-1
1923,-1
1924,-1
1925,-1
1926,-1
1927,-1
1928,-1
1929,-1
1930,-1
1931,-1
1932,-1
1933,-1
1934,-1
1935,-1
1936,193
1937,193
1938,193
1939,193
1940,194
1941,195
1942,196
1943,197
1944,198
1945,199
1946,200
1947,194
1948,194
1949,194
1950,195
1951,196
1952,197
1953,198
1954,199
1955,200
1956,-1
1957,-1
1958,195
1959,195
1960,196
1961,197
1962,198
1963,199
1964,200
1965,-1
1966,-1
1967,-1
1968,-1
1969,196
1970,197
1971,198
1972,199
1973,200
1974,-1
1975,-1
1976,-1
1977,-1
1978,-1
1979,-1
1980,198
1981,199
1982,200
1983,-1
1984,-1
1985,-1
1986,-1
1987,-1
1988,-1
1989,-1
1990,-1
1991,-1
1992,-1
1993,-1
1994,-1
1995,-1
1996,-1
1997,-1
1998,-1
1999,-1
